Alor House Key	アロールの家の鍵	dragonborn_english_japanese.sst
Alva's Journal	アルバの日記	skyrim_english_japanese.sst
Alvor Services	アルヴォア・サービス	skyrim_english_japanese.sst
Ambarys Rendar	アムバリス・レンダー	skyrim_english_japanese.sst
Amethyst Geode	アメジスト晶石	dragonborn_english_japanese.sst
Amulet of Bats	コウモリのアミュレット	dawnguard_english_japanese.sst
Amulet of Mara	マーラのアミュレット	skyrim_english_japanese.sst
An Axe to Find	見出すべき斧	dragonborn_english_japanese.sst
Ancestor Glade	先人の湿地	ccbgssse001-fish_english_japanese.sst
Ancient Amulet	太古のアミュレット	skyrim_english_japanese.sst
Ancient Dragon	エンシェント・ドラゴン	skyrim_english_japanese.sst
Angarvunde Key	アンガルブンデの鍵	skyrim_english_japanese.sst
Anise's Letter	アニスの手紙	skyrim_english_japanese.sst
Apocrypha Tome	アポクリファの書	dragonborn_english_japanese.sst
Apple Dumpling	リンゴのパイ	ccqdrsse001-survivalmode_english_japanese.sst
Archery Target	弓用の的	hearthfires_english_japanese.sst
Are you lost? 	迷ったの？	skyrim_english_japanese.sst
Armor Smithing	防具の鍛造	skyrim_english_japanese.sst
Arniel's Shade	アーニエルの影	skyrim_english_japanese.sst
Ash Hopper Leg	アッシュホッパーの足	ccqdrsse001-survivalmode_english_japanese.sst
Ashspawn Spell	アッシュスポーンの呪文	dragonborn_english_japanese.sst
Auriel's Arrow	アーリエルの矢	dawnguard_english_japanese.sst
Avanchnzel Key	アバンチンゼルの鍵	skyrim_english_japanese.sst
Avrusa Sarethi	アブルサ・サレシ	skyrim_english_japanese.sst
Baked Potatoes	ベイクドポテト	ccqdrsse001-survivalmode_english_japanese.sst
Bats Knockdown	コウモリのノックダウン	dawnguard_english_japanese.sst
Bed and Chairs	椅子とベッド	skyrim_english_japanese.sst
Bedrooms, Roof	寝室: テラス	hearthfires_english_japanese.sst
Begin the hunt	狩りを開始する	skyrim_english_japanese.sst
Benthic Lurker	海底ルーカー	dragonborn_english_japanese.sst
Benthic Scream	海底の叫び	dragonborn_english_japanese.sst
Berserker Rage	狂戦士の怒り	skyrim_english_japanese.sst
Bilegulch Mine	バイルガルチ鉱山	skyrim_english_japanese.sst
Birna Services	ビルナ・サービス	hearthfires_english_japanese.sst
Black Soul Gem	黒魂石	skyrim_english_japanese.sst
Blackscar Camp	ブラックスカーの野営地	skyrim_english_japanese.sst
Bladeridge Den	ブレードリッジの隠れ家	skyrim_english_japanese.sst
Bleeding Crown	出血の冠キノコ	hearthfires_english_japanese.sst
Bloody Tankard	血染めのタンカード	dawnguard_english_japanese.sst
Blue Butterfly	モルフォチョウ	skyrim_english_japanese.sst
Bolar Services	ボラー・サービス	skyrim_english_japanese.sst
Bone Hawk Claw	骨の鷹の爪	dawnguard_english_japanese.sst
Bone Hawk Ring	骨の鷹の指輪	dawnguard_english_japanese.sst
Boneless Limbs	骨無き四肢	dragonborn_english_japanese.sst
Bonemold Armor	骨削の鎧	dragonborn_english_japanese.sst
Bonemold Boots	骨削のブーツ	dragonborn_english_japanese.sst
Bound DaggerFX	魔力のダガーFX	dragonborn_english_japanese.sst
Bound Sword FX	魔力の剣FX	skyrim_english_japanese.sst
Bounty: Dragon	賞金首: ドラゴン	skyrim_english_japanese.sst
Bow of Shadows	影の弓	update_english_japanese.sst
Brelyna Maryon	ブレリナ・マリオン	skyrim_english_japanese.sst
Broken Shackle	壊れた拘束具	skyrim_english_japanese.sst
Bungler's Bane	無骨者の破滅	ccbgssse037-curios_english_japanese.sst
Burial Chamber	埋葬室	skyrim_english_japanese.sst
Burnt Spriggan	バーン・スプリガン	dragonborn_english_japanese.sst
Butterfly Wing	蝶の羽	skyrim_english_japanese.sst
Buy Perk Point	能力ポイントを購入する	dragonborn_english_japanese.sst
Canis Root (4)	カニスの根(4)	hearthfires_english_japanese.sst
Captain Hargar	キャプテン・ハーガー	skyrim_english_japanese.sst
Captain Valmir	キャプテン・ヴァルミル	skyrim_english_japanese.sst
Captain Veleth	ヴェレス隊長	dragonborn_english_japanese.sst
Cats of Skyrim	スカイリムの猫	skyrim_english_japanese.sst
Cave Bear Pelt	ホラアナグマの毛皮	skyrim_english_japanese.sst
Centurion Boss	センチュリオン・ボス	dragonborn_english_japanese.sst
Ceremonial Axe	儀式用の斧	skyrim_english_japanese.sst
Chance's Folly	チャンスの愚行	skyrim_english_japanese.sst
Charm Mudcrabs	マッドクラブの魅了	ccbgssse001-fish_english_japanese.sst
Chasing Echoes	残響を追って	dawnguard_english_japanese.sst
Chaurus Chitin	シャウラスの殻	skyrim_english_japanese.sst
Chaurus effect	シャウラス効果	dawnguard_english_japanese.sst
Chaurus Hunter	シャウラス・ハンター	dawnguard_english_japanese.sst
Chaurus Poison	シャウラスの毒	dawnguard_english_japanese.sst
Chaurus Reaper	シャウラス・リーパー	skyrim_english_japanese.sst
Check For Heal	回復確認	dawnguard_english_japanese.sst
Cherim's Heart	チェリムの心	skyrim_english_japanese.sst
Chicken Breast	鶏の胸肉	ccqdrsse001-survivalmode_english_japanese.sst
Chickens' Nest	鶏の巣	skyrim_english_japanese.sst
Child's Coffin	子供の棺	skyrim_english_japanese.sst
Chimarvamidium	キマルヴァミディウム	skyrim_english_japanese.sst
Chitin Bracers	キチンの腕当て	dragonborn_english_japanese.sst
Cicero's Boots	シセロのブーツ	skyrim_english_japanese.sst
Clearpine Pond	クリアパイン池	skyrim_english_japanese.sst
Colcinder Cave	コルシンダー洞窟	dragonborn_english_japanese.sst
Cold FX Shader	寒さFXシェーダー	ccqdrsse001-survivalmode_english_japanese.sst
Cold Rock Pass	コールドロック峠	dawnguard_english_japanese.sst
Command Animal	動物操作	skyrim_english_japanese.sst
Command Daedra	デイドラ支配	skyrim_english_japanese.sst
Commander Maro	マロ指揮官	skyrim_english_japanese.sst
Concealed Door	隠された扉	ccbgssse001-fish_english_japanese.sst
Confront Ralis	ラリスを問い詰める	dragonborn_english_japanese.sst
Conjure Seeker	シーカー召喚	dragonborn_english_japanese.sst
Conjure Staada	スターダ召喚	ccbgssse025-advdsgs_english_japanese.sst
Conjurer Adept	精鋭コンジュラー	skyrim_english_japanese.sst
Control Switch	制御台座	dragonborn_english_japanese.sst
Cook's Journal	料理人の日記	skyrim_english_japanese.sst
Cooked Catfish	調理したナマズ	ccbgssse001-fish_english_japanese.sst
Cooked Pogfish	調理したポグフィッシュ	ccbgssse001-fish_english_japanese.sst
Corkbulb Arrow	コルクバルブの矢	ccbgssse037-curios_english_japanese.sst
Corundum Ingot	鋼玉のインゴット	skyrim_english_japanese.sst
Craft a potion	薬を作成する	skyrim_english_japanese.sst
Create Dremora	ドレモラ作成	skyrim_english_japanese.sst
Crime and Jail	犯罪と監獄	skyrim_english_japanese.sst
Cronvangr Cave	クロンヴァングル洞窟	dawnguard_english_japanese.sst
Cronvangr Hall	クロンヴァングルの間	skyrim_english_japanese.sst
Crossbow bonus	クロスボウのボーナス	dawnguard_english_japanese.sst
Crossbow Mount	クロスボウかけ	dawnguard_english_japanese.sst
Crystal Holder	水晶ホルダー	skyrim_english_japanese.sst
Cultist Gloves	信者の手袋	dragonborn_english_japanese.sst
Cut Arvel down	アーヴェルをクモの糸から助ける	skyrim_english_japanese.sst
Daedric Dagger	デイドラのダガー	skyrim_english_japanese.sst
Daedric Helmet	デイドラの兜	skyrim_english_japanese.sst
Daedric Shield	デイドラの盾	skyrim_english_japanese.sst
Daedric Waraxe	デイドラの片手斧	skyrim_english_japanese.sst
Daedroth Teeth	デイドロスの歯	ccbgssse037-curios_english_japanese.sst
Damage Magicka	マジカ減退	ccqdrsse001-survivalmode_english_japanese.sst
Damage Stamina	スタミナ減退	ccqdrsse001-survivalmode_english_japanese.sst
Dark Battleaxe	闇の両手斧	ccbgssse025-advdsgs_english_japanese.sst
Dark Sacrifice	闇の生贄	skyrim_english_japanese.sst
Dark Warhammer	闇の戦鎚	ccbgssse025-advdsgs_english_japanese.sst
Darkest Depths	真っ暗な深海	ccbgssse001-fish_english_japanese.sst
Darkwater Pass	ダークウォーター峠	skyrim_english_japanese.sst
Dawnstar Docks	ドーンスターの港	dawnguard_english_japanese.sst
Dawnstar Guard	ドーンスター衛兵	ccbgssse001-fish_english_japanese.sst
Dead Drop Mine	デッド・ドロップ鉱山	dawnguard_english_japanese.sst
Death Hound fx	デスハウンドFX	dawnguard_english_japanese.sst
Defeat Ahzidal	アージダルを倒す	dragonborn_english_japanese.sst
Defeat Brutius	ブルティウスを倒す	ccbgssse001-fish_english_japanese.sst
Defeat Kinthal	キンサルを倒す	ccbgssse025-advdsgs_english_japanese.sst
Deflect Arrows	矢そらし	skyrim_english_japanese.sst
Delayed Burial	遅くなった埋葬	skyrim_english_japanese.sst
Delvin Mallory	デルビン・マロリー	skyrim_english_japanese.sst
Dengeir's Hall	デンジェールの広間	skyrim_english_japanese.sst
Dibella Statue	ディベラ像	skyrim_english_japanese.sst
Disarming Bash	ディスアーム・バッシュ	skyrim_english_japanese.sst
Dog Hire Quest	犬の雇用クエスト	dawnguard_english_japanese.sst
Drafting Table	製図台	hearthfires_english_japanese.sst
Dragon Cultist	竜教団信者	skyrim_english_japanese.sst
Dragon Faction	ドラゴン一派	skyrim_english_japanese.sst
Dragon Hunting	ドラゴン狩り	skyrim_english_japanese.sst
Dragon Seekers	ドラゴン・シーカー	skyrim_english_japanese.sst
Dragonbone Bow	ドラゴンの骨の弓	dawnguard_english_japanese.sst
Dragons Breath	ドラゴンブレス	dragonborn_english_japanese.sst
Drain Vitality	生命力低下	dawnguard_english_japanese.sst
Draining Claws	吸収の爪	dawnguard_english_japanese.sst
Drainspell Bow	吸魔の霊弓	skyrim_english_japanese.sst
Draugr Faction	ドラウグル一派	dawnguard_english_japanese.sst
Draugr Missile	ドラウグルのミサイル	skyrim_english_japanese.sst
Draugr Scourge	ドラウグル・スカージ	skyrim_english_japanese.sst
Draugr Warlock	ドラウグル・ウォーロック	skyrim_english_japanese.sst
Dravin Llanith	ドラヴィン・リラニス	skyrim_english_japanese.sst
Drelas Cottage	ドレラスの小屋	skyrim_english_japanese.sst
Dremora Butler	ドレモラ執事	dragonborn_english_japanese.sst
Dremora Kynval	ドレモラ・キンヴァル	skyrim_english_japanese.sst
Dremora Prices	ドレモラの価格	dragonborn_english_japanese.sst
Drevis Neloren	ドレビス・ネロレン	skyrim_english_japanese.sst
Drunken Master	酔ったマスター	dragonborn_english_japanese.sst
Dryston's Note	ドライストンのメモ	skyrim_english_japanese.sst
Dual Flurry 30	二連疾風30	ccqdrsse001-survivalmode_english_japanese.sst
Dual Flurry 50	二連疾風50	ccqdrsse001-survivalmode_english_japanese.sst
Dwarven Dagger	ドワーフのダガー	skyrim_english_japanese.sst
Dwarven Helmet	ドワーフの兜	skyrim_english_japanese.sst
Dwarven Shield	ドワーフの盾	skyrim_english_japanese.sst
Dwarven Sphere	ドワーフ・スフィア	dawnguard_english_japanese.sst
Dwarven Spider	ドワーフ・スパイダー	dawnguard_english_japanese.sst
Dwemer Lockbox	ドゥーマーの鍵付きの箱	skyrim_english_japanese.sst
Ebongaze Tower	エボンゲイズ・タワー	skyrim_english_japanese.sst
Ebony Ore Vein	黒檀の鉱脈	skyrim_english_japanese.sst
Ebony Smithing	黒檀の鍛造術	skyrim_english_japanese.sst
Eisa's Journal	イーサの日記	skyrim_english_japanese.sst
Eldergleam Sap	エルダーグリームの樹液	skyrim_english_japanese.sst
Elemental Fury	激しき力	dragonborn_english_japanese.sst
Elmus Services	エルマス・サービス	dragonborn_english_japanese.sst
Elsweyr Fondue	エルスウェーアフォンデュ	ccqdrsse001-survivalmode_english_japanese.sst
Elven Smithing	エルフの鍛造術	skyrim_english_japanese.sst
Elynea Mothren	エリネア・モスレン	dragonborn_english_japanese.sst
Embalming Tool	エンバーミング・ツール	skyrim_english_japanese.sst
Enchanted Ring	魔法の指輪	skyrim_english_japanese.sst
End Tables (2)	エンド・テーブル(2)	hearthfires_english_japanese.sst
Erikur's House	エリクールの家	skyrim_english_japanese.sst
Esbern's Vault	エズバーンの金庫	skyrim_english_japanese.sst
Eternal Spirit	永遠なる魂	skyrim_english_japanese.sst
Etienne Rarnis	エチエン・ラーニス	skyrim_english_japanese.sst
Evidence Chest	証拠保管庫	skyrim_english_japanese.sst
Execution Hood	死刑囚のフード	skyrim_english_japanese.sst
Expert Alembic	熟練者用蒸留器	skyrim_english_japanese.sst
Expert Bellows	熟練者用ふいご	skyrim_english_japanese.sst
Extra Damage 2	追加ダメージ2	dawnguard_english_japanese.sst
Extra Damage 3	追加ダメージ3	dawnguard_english_japanese.sst
Extra Damage 4	追加ダメージ4	skyrim_english_japanese.sst
Extra Damage 5	追加ダメージ5	skyrim_english_japanese.sst
Extra Damage 6	追加ダメージ6	skyrim_english_japanese.sst
Eyeliner Color	目尻の色	skyrim_english_japanese.sst
Faldar's Tooth	ファルダーズトゥース	skyrim_english_japanese.sst
Falion's House	ファリオンの家	skyrim_english_japanese.sst
Falk Firebeard	ファルク・ファイアビアード	skyrim_english_japanese.sst
Falkreath Jail	ファルクリース監獄	ccbgssse001-fish_english_japanese.sst
Falmer Servant	ファルメルの召使い	skyrim_english_japanese.sst
Falmer Skulker	ファルメル・スクルカー	skyrim_english_japanese.sst
Falmer War Axe	ファルメルの片手斧	skyrim_english_japanese.sst
Fearsome Fists	恐怖の拳	update_english_japanese.sst
Find the Staff	杖を見つける	skyrim_english_japanese.sst
Fine Armguards	上等なアームガード	skyrim_english_japanese.sst
Fire Damage 10	炎ダメージ10	dragonborn_english_japanese.sst
Fire Enchanter	炎付呪師	skyrim_english_japanese.sst
Fire Storm 100	炎の嵐100	dragonborn_english_japanese.sst
Firebolt Storm	ファイアボルト・ストーム	skyrim_english_japanese.sst
Firebrand Wine	ファイアブランド・ワイン	ccqdrsse001-survivalmode_english_japanese.sst
Firiniel's End	フィリニエルズエンド	skyrim_english_japanese.sst
First Planting	第一種蒔き祭	skyrim_english_japanese.sst
Fishing Legend	釣りの伝説	ccbgssse001-fish_english_japanese.sst
Fists of Steel	鋼の拳	skyrim_english_japanese.sst
Fit for a Jarl	首長用	skyrim_english_japanese.sst
Flame Atronach	炎の精霊	skyrim_english_japanese.sst
Flaming Thrall	火炎従徒	skyrim_english_japanese.sst
Flightlessness	飛べない	skyrim_english_japanese.sst
Follow Erandur	エランドゥルについていく	dawnguard_english_japanese.sst
Follow Karliah	カーリアについていく	skyrim_english_japanese.sst
Follow Maurice	モーリスについていく	skyrim_english_japanese.sst
Follow Paratus	パラトゥスについていく	skyrim_english_japanese.sst
Follow Tolfdir	トルフディルについていく	skyrim_english_japanese.sst
Food Poisoning	食中毒	ccqdrsse001-survivalmode_english_japanese.sst
Forehead Color	額の色	skyrim_english_japanese.sst
Forgotten Vale	忘れられた谷	ccbgssse001-fish_english_japanese.sst
Forsaken Crypt	見捨てられた墓地	skyrim_english_japanese.sst
Forsaken Spire	見捨てられた尖塔	skyrim_english_japanese.sst
Forsworn Armor	フォースウォーンの鎧	skyrim_english_japanese.sst
Forsworn Arrow	フォースウォーンの矢	skyrim_english_japanese.sst
Forsworn Boots	フォースウォーンのブーツ	skyrim_english_japanese.sst
Forsworn Staff	フォースウォーンの杖	skyrim_english_japanese.sst
Forsworn Sword	フォースウォーンの剣	skyrim_english_japanese.sst
Fort Commander	砦指揮官	skyrim_english_japanese.sst
Fort Dawnguard	ドーンガード砦	dawnguard_english_japanese.sst
Fort Frostmoth	フロストモス砦	dragonborn_english_japanese.sst
Fort Greenwall	グリーンウォール砦	skyrim_english_japanese.sst
Fort Hraggstad	フラーグスタート砦	skyrim_english_japanese.sst
Fortify Barter	交渉上昇	dragonborn_english_japanese.sst
Fortify Health	体力上昇	dragonborn_english_japanese.sst
Fortify Shouts	シャウト上昇	skyrim_english_japanese.sst
Fortify Speech	話術上昇	dragonborn_english_japanese.sst
Fortify Spells	呪文上昇	skyrim_english_japanese.sst
Fortify Warmth	温かさ強化	ccqdrsse001-survivalmode_english_japanese.sst
Freezing Water	凍りつく水	ccqdrsse001-survivalmode_english_japanese.sst
From the Ashes	灰の中から	dragonborn_english_japanese.sst
Frossel Bandit	フロッセル山賊	dragonborn_english_japanese.sst
Frost Atronach	氷の精霊	dawnguard_english_japanese.sst
Frostfruit Inn	宿屋「フロストフルーツ」	skyrim_english_japanese.sst
Frostmoon Crag	フロストムーンの断崖	dragonborn_english_japanese.sst
Frostmoon Howl	フロストムーンの遠吠え	dragonborn_english_japanese.sst
Frostmoon Hunt	フロストムーンの狩り	dragonborn_english_japanese.sst
Frozen Chaurus	氷のシャウラス	dawnguard_english_japanese.sst
Galdrus Hlervu	ガルドルス・フラーヴュ	dragonborn_english_japanese.sst
Gargoyle Brute	ガーゴイル・ブルート	dawnguard_english_japanese.sst
Garuk Windrime	ガルク・ウィンドライム	dragonborn_english_japanese.sst
Gavros Plinius	ガヴロス・プリニウス	skyrim_english_japanese.sst
Generic Damage	汎用ダメージ	skyrim_english_japanese.sst
Get new orders	新たな命令を受ける	skyrim_english_japanese.sst
Gift of flight	飛行の贈り物	dragonborn_english_japanese.sst
Gilfre's House	ギルフレの家	skyrim_english_japanese.sst
Glass Smithing	碧水晶の鍛造術	skyrim_english_japanese.sst
Gleda the Goat	ヤギのグレダ	skyrim_english_japanese.sst
Glover Mallory	グローヴァー・マロリー	dragonborn_english_japanese.sst
Glowing Spider	グローイングスパイダー	dragonborn_english_japanese.sst
Golden War Axe	黄金の片手斧	ccbgssse025-advdsgs_english_japanese.sst
Good hunting. 	幸運を祈る	skyrim_english_japanese.sst
Grand Soul Gem	極大魂石	skyrim_english_japanese.sst
Greenwall Cave	グリーンウォール洞窟	skyrim_english_japanese.sst
Guard Barracks	衛兵の兵舎	skyrim_english_japanese.sst
Guard's Orders	衛兵の命令	skyrim_english_japanese.sst
Gunmar Faction	ガンマーの一派	dawnguard_english_japanese.sst
Habd's Journal	ハブドの日記	skyrim_english_japanese.sst
Habd's Remains	ハブドの死体	skyrim_english_japanese.sst
Hack and Slash	ハック＆スラッシュ	dawnguard_english_japanese.sst
Hackle-Lo Leaf	ハックル・ローの葉	ccbgssse037-curios_english_japanese.sst
Haemar's Shame	ハエマールの不名誉	skyrim_english_japanese.sst
Haknir's Shoal	ハクニールの浅瀬	dragonborn_english_japanese.sst
Half-Moon Mill	ハーフムーン工場	hearthfires_english_japanese.sst
Hall of Heroes	勇気の間	skyrim_english_japanese.sst
Harkon's Ashes	ハルコンの灰	dawnguard_english_japanese.sst
Harkon's Sword	ハルコンの剣	dawnguard_english_japanese.sst
Headsman's Axe	死刑執行人の斧	skyrim_english_japanese.sst
Heart of Order	オーダーの心臓	ccbgssse037-curios_english_japanese.sst
Heartwood Mill	ハートウッド工場	hearthfires_english_japanese.sst
Hefid the Deaf	耳の悪いヘフィッド	skyrim_english_japanese.sst
Hidden Pockets	隠れたポケット	skyrim_english_japanese.sst
Hjalti's Sword	ヒャルティの剣	skyrim_english_japanese.sst
Hollowed Stump	穴のあいた切り株	ccbgssse025-advdsgs_english_japanese.sst
Holy Ebony Bow	聖なる黒檀の弓	skyrim_english_japanese.sst
Horik Halfhand	ホリック・ハーフハンド	skyrim_english_japanese.sst
Horker Attacks	ホーカーの襲撃	skyrim_english_japanese.sst
Horker Faction	ホーカー一派	skyrim_english_japanese.sst
House of Arkay	アーケイの家	skyrim_english_japanese.sst
Howl of Terror	戦慄の叫び	dawnguard_english_japanese.sst
Hulking Draugr	ドラウグル・ハルキング	dragonborn_english_japanese.sst
Ice and Chitin	氷とキチン	skyrim_english_japanese.sst
Ice Mage Adept	精鋭氷の魔術	skyrim_english_japanese.sst
Icewater Jetty	アイスウォーター桟橋	dawnguard_english_japanese.sst
Illusion Perks	幻惑	dragonborn_english_japanese.sst
Illusion Staff	幻惑の杖	skyrim_english_japanese.sst
Imbuing Switch	浸透スイッチ	dragonborn_english_japanese.sst
Immortal Blood	不死の血	skyrim_english_japanese.sst
Imperial Armor	帝国軍の鎧	dragonborn_english_japanese.sst
Imperial Boots	帝国軍のブーツ	dragonborn_english_japanese.sst
Imperial Guard	帝国軍の衛兵	skyrim_english_japanese.sst
Imperial Order	帝国軍の命令	skyrim_english_japanese.sst
Imperial Sword	帝国軍の剣	skyrim_english_japanese.sst
Innocence Lost	失われた無垢	skyrim_english_japanese.sst
Intense Flames	激しい炎	skyrim_english_japanese.sst
Invisible Race	霊界種族	skyrim_english_japanese.sst
Irgnir's House	イルグニールの家	skyrim_english_japanese.sst
Iron Battleaxe	鉄の両手斧	skyrim_english_japanese.sst
Iron Gauntlets	鉄の篭手	skyrim_english_japanese.sst
Iron Warhammer	鉄の戦鎚	skyrim_english_japanese.sst
Japhet's Folly	ジャフェット・フォリー	skyrim_english_japanese.sst
Jessica's Wine	ジェシカのワイン	ccqdrsse001-survivalmode_english_japanese.sst
Jester's Boots	道化師のブーツ	skyrim_english_japanese.sst
Jeweled Amulet	玉石のアミュレット	skyrim_english_japanese.sst
Jeweled Flagon	玉石のフラゴン	skyrim_english_japanese.sst
Jeweled Goblet	玉石のゴブレット	skyrim_english_japanese.sst
Joften's Notes	ジョフテンのメモ	ccbgssse025-advdsgs_english_japanese.sst
Jorgen's Chest	ヨルゲンの宝箱	skyrim_english_japanese.sst
Jouane Manette	ジュアン・マネッテ	skyrim_english_japanese.sst
Kai Wet-Pommel	カイ・ウェット・ポメル	skyrim_english_japanese.sst
Karliah's Hood	カーリアのフード	skyrim_english_japanese.sst
Kesh the Clean	きれい好きのケッシュ	skyrim_english_japanese.sst
Kill Orchendor	オーチェンドールを倒す	skyrim_english_japanese.sst
Kitchen, Doors	キッチン: 扉	hearthfires_english_japanese.sst
Kitchen, Floor	キッチン: 床	hearthfires_english_japanese.sst
Kitchen, Walls	キッチン: 壁	hearthfires_english_japanese.sst
Kjenstag Ruins	クジェンスタッグ遺跡	skyrim_english_japanese.sst
Kolbjorn Guard	コルビョルン衛兵	dragonborn_english_japanese.sst
Kolskeggr Mine	コルスケッガー鉱山	skyrim_english_japanese.sst
Krag's Journal	クラグの日記	dragonborn_english_japanese.sst
Kyne's Peace 1	カイネの安らぎ1	skyrim_english_japanese.sst
Kyne's Peace 2	カイネの安らぎ2	skyrim_english_japanese.sst
Kyne's Peace 3	カイネの安らぎ3	skyrim_english_japanese.sst
Lakeview Manor	レイクビュー邸	hearthfires_english_japanese.sst
Leather Helmet	革の兜	skyrim_english_japanese.sst
Leather Strips	革ひも	skyrim_english_japanese.sst
Left Hand Mine	レフト・ハンド鉱山	skyrim_english_japanese.sst
Legate Hrollod	ホロルド特使	skyrim_english_japanese.sst
Legate Skulnar	スクルナール特使	skyrim_english_japanese.sst
Letter to Usha	ウーシャへの手紙	dragonborn_english_japanese.sst
Level Progress	レベル状況	skyrim_english_japanese.sst
Levelled Spell	レベル別呪文	skyrim_english_japanese.sst
Liar's Retreat	ライアーの隠居所	dawnguard_english_japanese.sst
Library, Doors	図書館: 扉	hearthfires_english_japanese.sst
Library, Floor	図書館: 床	hearthfires_english_japanese.sst
Lightning Bolt	ライトニングボルト	skyrim_english_japanese.sst
Lightning Mage	雷撃の魔術師	skyrim_english_japanese.sst
Lightning Rune	雷の罠	skyrim_english_japanese.sst
Linwe's Gloves	リンウェの手袋	skyrim_english_japanese.sst
Lleril Morvayn	レリル・モーヴァイン	dragonborn_english_japanese.sst
Look for clues	手掛かりを探す	skyrim_english_japanese.sst
Loose Gargoyle	放たれたガーゴイル	skyrim_english_japanese.sst
Lost Echo Cave	ロストエコー洞窟	skyrim_english_japanese.sst
Lost Knowledge	失われた知識	dragonborn_english_japanese.sst
Loud and Clear	響き渡る声明	skyrim_english_japanese.sst
Lucan Valerius	ルーカン・バレリウス	skyrim_english_japanese.sst
Luna Moth Wing	ルナ・モスの羽	skyrim_english_japanese.sst
Lurker's Cloak	ルーカーのクローク	skyrim_english_japanese.sst
M'aiq the Liar	ホラ吹きのムアイク	skyrim_english_japanese.sst
Mace Etiquette	メイスの取り扱い	skyrim_english_japanese.sst
Madanach's Key	マダナックの鍵	skyrim_english_japanese.sst
Madness Dagger	狂気のダガー	ccbgssse025-advdsgs_english_japanese.sst
Madness Helmet	狂気の兜	ccbgssse025-advdsgs_english_japanese.sst
Madness Shield	狂気の盾	ccbgssse025-advdsgs_english_japanese.sst
Mage's Circlet	魔術師のサークレット	skyrim_english_japanese.sst
Magicka Damage	マジカダメージ	skyrim_english_japanese.sst
Magicka Poison	途絶の毒	skyrim_english_japanese.sst
Main Menu Cell	メインメニューセル	skyrim_english_japanese.sst
Mallus Maccius	マラス・マッキウス	skyrim_english_japanese.sst
Malthyr Elenil	マルシル・エレニル	skyrim_english_japanese.sst
Mammoth Cheese	マンモスチーズ	skyrim_english_japanese.sst
Mara's Eye Den	マーラの目の隠れ家	skyrim_english_japanese.sst
Markarth Guard	マルカルス衛兵	skyrim_english_japanese.sst
Markarth Ruins	マルカルス遺跡	skyrim_english_japanese.sst
Mass Paralysis	麻痺の嵐	skyrim_english_japanese.sst
Master Alembic	達人用蒸留器	skyrim_english_japanese.sst
Master Bellows	達人用ふいご	skyrim_english_japanese.sst
Master Cultist	信者の長	dragonborn_english_japanese.sst
Master Vampire	吸血鬼の長	skyrim_english_japanese.sst
Maximian Axius	マクシミアン・アキシウス	dragonborn_english_japanese.sst
Mehrunes Dagon	メエルーンズ・デイゴン	skyrim_english_japanese.sst
Mercer's Plans	メルセルの計画書	skyrim_english_japanese.sst
Merilar Rendas	メリラー・レンダス	dragonborn_english_japanese.sst
Merryfair Farm	メリーフェア農場	skyrim_english_japanese.sst
MG Time Freeze	MG時間凍結	skyrim_english_japanese.sst
Minette Vinius	ミネット・ビニウス	hearthfires_english_japanese.sst
Miraak's Boots	ミラークのブーツ	dragonborn_english_japanese.sst
Miraak's Robes	ミラークのローブ	dragonborn_english_japanese.sst
Miraak's Staff	ミラークの杖	dragonborn_english_japanese.sst
Miraak's Sword	ミラークの剣	dragonborn_english_japanese.sst
Mirrak's Robes	ミラークのローブ	dragonborn_english_japanese.sst
Mogrul Faction	モグルル一派	dragonborn_english_japanese.sst
Mora Tapinella	モラ・タピネラ	hearthfires_english_japanese.sst
Morgrul Attack	モグルルの攻撃	dragonborn_english_japanese.sst
Morokei's Bust	モロケイの胸像	skyrim_english_japanese.sst
Morwen's House	モルウェンの家	dragonborn_english_japanese.sst
Moth gro-Bagol	モス・グロ・バゴル	skyrim_english_japanese.sst
Mount Moesring	モースリング山	dragonborn_english_japanese.sst
Movarth's Lair	モヴァルスの隠れ家	skyrim_english_japanese.sst
Mralki's Chest	ムラルキの宝箱	skyrim_english_japanese.sst
Mudcrab Chitin	マッドクラブの殻	skyrim_english_japanese.sst
Murder Erandur	エランドゥルを殺す	dawnguard_english_japanese.sst
Mystic Binding	魔力の収束	skyrim_english_japanese.sst
Mzulft Aedrome	ムズルフト・アエドローム	skyrim_english_japanese.sst
Mzulft Boilery	ムズルフトのボイラー	skyrim_english_japanese.sst
Nepos the Nose	鼻利きネポス	skyrim_english_japanese.sst
Nervous Patron	臆病な後援者	skyrim_english_japanese.sst
Night of Tears	涙の夜	skyrim_english_japanese.sst
Nightshade (3)	ベラドンナ(3)	hearthfires_english_japanese.sst
Nimble Fingers	機敏な指先	skyrim_english_japanese.sst
Niranye's Safe	ニラナイの金庫	skyrim_english_japanese.sst
Njada Stonearm	ンジャダ・ストーンアーム	skyrim_english_japanese.sst
Nord Hero Mace	ノルドの英雄のメイス	ccbgssse001-fish_english_japanese.sst
Nordic Jewelry	ノルドの宝飾品	update_english_japanese.sst
Nordic War Axe	ノルドの片手斧	dragonborn_english_japanese.sst
Northwind Mine	ノースウインド鉱山	skyrim_english_japanese.sst
Noster Begging	ノスターの物乞い	skyrim_english_japanese.sst
